MANDT,VBELN,POSNR,MATNR,KWMENG,NETWR,WAERK,MEINS
100,4500000241,000020,000000000000010106,13,1634776,EUR,EA
100,4500000241,000030,000000000000010113,6,669294,EUR,EA
100,4500000241,000040,000000000000010148,12,353784,EUR,EA
100,4500000241,000050,000000000000010068,4,114148,EUR,EA
100,4500000242,000010,000000000000010119,13,3258866,MXN,EA
100,4500000242,000020,000000000000010078,16,6275152,MXN,EA
100,4500000243,000010,000000000000010060,13,4671628,USD,EA
100,4500000243,000020,000000000000010100,16,2219056,USD,EA
100,4500000243,000030,000000000000010038,17,7773692,USD,EA
100,4500000243,000040,000000000000010112,1,152410,USD,EA
100,4500000243,000050,000000000000010115,13,4637425,USD,EA
100,4500000244,000010,000000000000010136,2,104092,MXN,EA
100,4500000244,000020,000000000000010137,12,5323488,MXN,EA
100,4500000244,000030,000000000000010111,20,9646360,MXN,EA
100,4500000245,000010,000000000000010070,11,1570008,MXN,EA
100,4500000245,000020,000000000000010069,4,539492,MXN,EA
100,4500000245,000030,000000000000010150,13,3155789,MXN,EA
100,4500000245,000040,000000000000010062,19,7694278,MXN,EA
100,4500000245,000050,000000000000010050,17,3024266,MXN,EA
100,4500000245,000060,000000000000010047,11,3169166,MXN,EA
100,4500000246,000010,000000000000010003,3,21813,MXN,EA
100,4500000247,000010,000000000000010026,17,943109,USD,EA
100,4500000247,000020,000000000000010115,12,1392444,USD,EA
100,4500000247,000030,000000000000010073,9,920061,USD,EA
100,4500000247,000040,000000000000010009,1,325742,USD,EA
100,4500000248,000010,000000000000010015,20,6905000,USD,EA
100,4500000249,000010,000000000000010032,4,185164,MXN,EA
100,4500000249,000020,000000000000010034,13,4486807,MXN,EA
100,4500000250,000010,000000000000010145,6,2824572,USD,EA
100,4500000250,000020,000000000000010029,6,802920,USD,EA
100,4500000250,000030,000000000000010076,15,5209200,USD,EA
100,4500000250,000040,000000000000010020,15,7271370,USD,EA
100,4500000250,000050,000000000000010071,14,5094922,USD,EA
100,4500000250,000060,000000000000010083,9,773244,USD,EA
100,4500000251,000010,000000000000010071,2,403392,EUR,EA
100,4500000252,000010,000000000000010086,2,272782,USD,EA
100,4500000252,000020,000000000000010068,6,1391928,USD,EA
100,4500000252,000030,10018,16,7805536,USD,EA
100,4500000252,000040,000000000000010052,20,4137060,USD,EA
100,4500000253,000010,000000000000010126,4,305720,USD,EA
100,4500000253,000020,000000000000010139,14,1616958,USD,EA
100,4500000254,000010,000000000000010028,15,5641125,MXN,EA
100,4500000254,000020,000000000000010067,4,77108,MXN,EA
100,4500000254,000030,000000000000010019,3,901647,MXN,EA
100,4500000254,000040,000000000000010065,15,162570,MXN,EA
100,4500000254,000050,000000000000010128,5,1716445,MXN,EA
100,4500000255,000010,000000000000010001,2,698888,USD,EA
100,4500000255,000020,10100,9,724365,USD,EA
100,4500000255,000030,000000000000010085,13,3929588,USD,EA
100,4500000255,000040,000000000000010001,17,6323813,USD,EA
100,4500000255,000050,000000000000010126,16,3673904,USD,EA
100,4500000255,000060,000000000000010104,3,852549,USD,EA
100,4500000256,000010,000000000000010001,13,4710823,USD,EA
100,4500000256,000020,000000000000010124,4,1193596,USD,EA
100,4500000257,000010,000000000000010092,11,3943258,MXN,EA
100,4500000257,000020,000000000000010078,13,389181,MXN,EA
100,4500000257,000030,000000000000010024,12,3375576,MXN,EA
100,4500000257,000040,000000000000010088,3,1326063,MXN,EA
100,4500000257,000050,000000000000010118,10,3406290,MXN,EA
100,4500000258,000010,000000000000010046,18,389160,MXN,EA
100,4500000258,000020,000000000000010099,7,1103858,MXN,EA
100,4500000259,000010,000000000000010100,4,1326496,MXN,EA
100,4500000259,000020,000000000000010092,16,727872,MXN,EA
100,4500000259,000030,000000000000010113,7,520590,MXN,EA
100,4500000259,000040,000000000000010010,7,100086,MXN,EA
100,4500000259,000050,000000000000010062,16,3277216,MXN,EA
100,4500000259,000060,000000000000010017,18,6089940,MXN,EA
100,4500000260,000010,000000000000010128,18,7890966,MXN,EA
100,4500000260,000020,000000000000010116,1,20421,MXN,EA
100,4500000260,000030,000000000000010087,2,356122,MXN,EA
100,4500000261,000010,000000000000010011,13,818532,MXN,EA
100,4500000261,000020,000000000000010055,17,4102406,MXN,EA
100,4500000261,000030,000000000000010138,5,1947620,MXN,EA
100,4500000261,000040,000000000000010149,8,3886952,MXN,EA
100,4500000261,000050,000000000000010019,2,773184,MXN,EA
100,4500000261,000060,000000000000010037,16,5500736,MXN,EA
100,4500000262,000010,000000000000010121,20,500260,MXN,EA
100,4500000263,000010,000000000000010034,1,91308,EUR,EA
100,4500000263,000020,000000000000010013,10,4313030,EUR,EA
100,4500000264,000010,000000000000010117,20,1809800,MXN,EA
100,4500000265,000010,000000000000010017,4,243452,MXN,EA
100,4500000265,000020,000000000000010128,20,8399940,MXN,EA
100,4500000265,000030,000000000000010057,3,1268295,MXN,EA
100,4500000265,000040,000000000000010052,14,2490096,MXN,EA
100,4500000265,000050,000000000000010103,11,707685,MXN,EA
100,4500000266,000010,000000000000010148,18,1314000,MXN,EA
100,4500000266,000020,000000000000010083,7,2811725,MXN,EA
100,4500000266,000030,000000000000010012,19,1746784,MXN,EA
100,4500000266,000040,000000000000010086,3,192915,MXN,EA
100,4500000266,000050,000000000000010071,5,1990870,MXN,EA
100,4500000266,000060,000000000000010107,6,2196354,MXN,EA
100,4500000267,000010,000000000000010142,6,1385904,CLP,EA
100,4500000267,000020,000000000000010063,19,424403,CLP,EA
100,4500000267,000030,000000000000010035,4,1662956,CLP,EA
100,4500000268,000010,000000000000010097,6,55164,EUR,EA
100,4500000268,000020,000000000000010125,3,12987,EUR,EA
100,4500000268,000030,000000000000010002,6,2919372,EUR,EA
100,4500000268,000040,000000000000010023,19,8853962,EUR,EA
100,4500000268,000050,000000000000010073,14,5104330,EUR,EA
100,4500000268,000060,000000000000010122,5,545435,EUR,EA
100,4500000269,000010,000000000000010070,17,4031533,MXN,EA
100,4500000269,000020,000000000000010106,8,3942632,MXN,EA
100,4500000270,000010,000000000000010010,20,1907440,MXN,EA
100,4500000270,000020,000000000000010128,20,9984580,MXN,EA
100,4500000271,000010,000000000000010078,12,2646768,EUR,EA
100,4500000272,000010,000000000000010143,8,812896,USD,EA
100,4500000273,000010,000000000000010136,4,1301968,MXN,EA
100,4500000274,000010,000000000000010139,17,1971371,USD,EA
100,4500000274,000020,000000000000010119,7,1021489,USD,EA
100,4500000274,000030,000000000000010014,7,420532,USD,EA
100,4500000275,000010,000000000000010122,16,1495104,MXN,EA
100,4500000275,000020,000000000000010041,2,58652,MXN,EA
100,4500000276,000010,000000000000010094,10,1108850,MXN,EA
100,4500000276,000020,000000000000010112,9,1586394,MXN,EA
100,4500000276,000030,000000000000010117,2,111492,MXN,EA
100,4500000276,000040,000000000000010014,18,1677870,MXN,EA
100,4500000276,000050,000000000000010041,1,255311,MXN,EA
100,4500000276,000060,000000000000010132,4,152600,MXN,EA
100,4500000277,000010,000000000000010114,19,5794278,MXN,EA
100,4500000277,000020,000000000000010084,14,1472828,MXN,EA
100,4500000278,000010,000000000000010084,8,3275256,JPY,EA
100,4500000278,000020,000000000000010029,11,1324653,JPY,EA
100,4500000278,000030,000000000000010026,8,3102336,JPY,EA
100,4500000278,000040,000000000000010106,7,1385209,JPY,EA
100,4500000278,000050,000000000000010057,3,743802,JPY,EA
100,4500000278,000060,000000000000010150,16,471824,JPY,EA
100,4500000279,000010,000000000000010038,7,3412360,USD,EA
100,4500000279,000020,000000000000010117,6,1224432,USD,EA
100,4500000279,000030,000000000000010096,5,1204935,USD,EA
100,4500000279,000040,000000000000010050,12,1708764,USD,EA
100,4500000280,000010,000000000000010086,5,89130,MXN,EA
100,4500000280,000020,000000000000010146,2,296234,MXN,EA
100,4500000281,000010,000000000000010029,15,3621405,MXN,EA
100,4500000281,000020,000000000000010108,6,2397816,MXN,EA
100,4500000282,000010,000000000000010057,10,3174790,MXN,EA
100,4500000282,000020,000000000000010041,20,9515660,MXN,EA
100,4500000282,000030,000000000000010044,19,5525257,MXN,EA
100,4500000283,000010,000000000000010023,14,6304214,MXN,EA
100,4500000283,000020,000000000000010134,16,7248640,MXN,EA
100,4500000284,000010,000000000000010122,15,2210475,EUR,EA
100,4500000284,000020,000000000000010004,14,5417566,EUR,EA
100,4500000285,000010,000000000000010064,11,2515381,CLP,EA
100,4500000285,000020,000000000000010149,8,3748568,CLP,EA
100,4500000286,000010,000000000000010039,19,8966898,MXN,EA
100,4500000286,000020,000000000000010002,14,338604,MXN,EA
100,4500000286,000030,000000000000010011,16,6168832,MXN,EA
100,4500000286,000040,000000000000010130,2,448376,MXN,EA
100,4500000286,000050,000000000000010136,13,3279575,MXN,EA
100,4500000287,000010,000000000000010026,15,3910080,USD,EA
100,4500000287,000020,000000000000010062,3,881424,USD,EA
100,4500000287,000030,000000000000010004,14,6986532,USD,EA
100,4500000287,000040,000000000000010056,5,944535,USD,EA
100,4500000287,000050,000000000000010076,8,2724392,USD,EA
100,4500000287,000060,000000000000010024,1,252544,USD,EA
100,4500000288,000010,000000000000010079,6,2218404,USD,EA
100,4500000288,000020,000000000000010118,19,7463067,USD,EA
100,4500000288,000030,000000000000010150,1,239467,USD,EA
100,4500000288,000040,000000000000010119,5,2296660,USD,EA
100,4500000288,000050,000000000000010104,6,2490678,USD,EA
100,4500000288,000060,000000000000010095,15,5550705,USD,EA
100,4500000289,000010,000000000000010001,3,608361,MXN,EA
100,4500000289,000020,000000000000010086,17,308567,MXN,EA
100,4500000289,000030,000000000000010076,14,5540220,MXN,EA
100,4500000289,000040,000000000000010070,20,5707840,MXN,EA
100,4500000289,000050,000000000000010148,7,2897839,MXN,EA
100,4500000289,000060,000000000000010021,20,9256340,MXN,EA
100,4500000290,000010,000000000000010015,17,8442557,MXN,EA
100,4500000290,000020,000000000000010094,2,118356,MXN,EA
100,4500000290,000030,000000000000010099,12,2939736,MXN,EA
100,4500000291,000010,000000000000010011,12,2317392,MXN,EA
100,4500000291,000020,000000000000010045,18,6670008,MXN,EA
100,4500000291,000030,000000000000010018,18,6712128,MXN,EA
100,4500000291,000040,000000000000010053,5,882995,MXN,EA
100,4500000291,000050,000000000000010062,18,1089648,MXN,EA
100,4500000292,000010,000000000000010123,19,8696737,CLP,EA
100,4500000292,000020,000000000000010054,8,1352120,CLP,EA
100,4500000292,000030,000000000000010091,9,2385117,CLP,EA
100,4500000292,000040,000000000000010109,9,265968,CLP,EA
100,4500000292,000050,000000000000010017,12,2183976,CLP,EA
100,4500000292,000060,000000000000010116,16,4222464,CLP,EA
100,4500000293,000010,000000000000010032,16,5970432,MXN,EA
100,4500000293,000020,000000000000010137,18,8506278,MXN,EA
100,4500000293,000030,000000000000010075,15,4898355,MXN,EA
100,4500000293,000040,000000000000010095,3,299253,MXN,EA
100,4500000293,000050,000000000000010118,3,129096,MXN,EA
100,4500000294,000010,10046,10,413420,MXN,EA
100,4500000294,000020,000000000000010028,6,874038,MXN,EA
100,4500000294,000030,000000000000010029,5,1306095,MXN,EA
100,4500000294,000040,000000000000010039,7,1917930,MXN,EA
100,4500000295,000010,000000000000010006,10,2193850,MXN,EA
100,4500000295,000020,000000000000010139,5,1247310,MXN,EA
100,4500000295,000030,000000000000010089,14,3271940,MXN,EA
100,4500000295,000040,000000000000010006,10,1001220,MXN,EA
100,4500000295,000050,000000000000010017,1,458070,MXN,EA
100,4500000295,000060,000000000000010060,17,5762881,MXN,EA
100,4500000296,000010,000000000000010106,19,3433699,CLP,EA
100,4500000296,000020,000000000000010084,16,4993440,CLP,EA
100,4500000296,000030,000000000000010136,18,4219956,CLP,EA
100,4500000297,000010,000000000000010078,19,1333458,MXN,EA
100,4500000297,000020,000000000000010079,6,2488818,MXN,EA
100,4500000297,000030,000000000000010067,8,2039056,MXN,EA
100,4500000297,000040,000000000000010096,10,4045700,MXN,EA
100,4500000298,000010,000000000000010038,12,1801176,MXN,EA
100,4500000299,000010,000000000000010043,20,9710220,MXN,EA
100,4500000299,000020,000000000000010042,18,2709918,MXN,EA
100,4500000299,000030,000000000000010047,6,2646306,MXN,EA
100,4500000299,000040,000000000000010040,6,754380,MXN,EA
100,4500000300,000010,000000000000010011,11,3324376,MXN,EA
100,4500000301,000010,000000000000010113,9,1753326,USD,EA
100,4500000301,000020,000000000000010048,7,2071335,USD,EA
100,4500000302,000010,000000000000010009,11,1994014,JPY,EA
100,4500000302,000020,000000000000010038,12,2833260,JPY,EA
100,4500000302,000030,000000000000010139,6,1684692,JPY,EA
100,4500000302,000040,000000000000010078,4,1934288,JPY,EA
100,4500000302,000050,000000000000010007,13,6358924,JPY,EA
100,4500000302,000060,000000000000010128,5,2489570,JPY,EA
100,4500000303,000010,000000000000010082,5,16255,EUR,EA
100,4500000303,000020,000000000000010140,17,2969662,EUR,EA
100,4500000303,000030,000000000000010076,16,7532000,EUR,EA
100,4500000303,000040,000000000000010075,19,6662179,EUR,EA
100,4500000304,000010,000000000000010145,15,2678520,USD,EA
100,4500000304,000020,000000000000010029,16,7567200,USD,EA
100,4500000305,000010,000000000000010036,18,1120968,EUR,EA
100,4500000306,000010,000000000000010007,13,4221867,USD,EA
100,4500000306,000020,000000000000010057,15,2825655,USD,EA
100,4500000306,000030,000000000000010024,11,328383,USD,EA
100,4500000307,000010,000000000000010050,19,5263038,MXN,EA
100,4500000307,000020,000000000000010057,9,932499,MXN,EA
100,4500000307,000030,000000000000010006,3,849849,MXN,EA
100,4500000307,000040,000000000000010115,3,807972,MXN,EA
100,4500000307,000050,000000000000010101,7,1807015,MXN,EA
100,4500000308,000010,000000000000010131,2,954574,MXN,EA
100,4500000308,000020,000000000000010093,13,1021358,MXN,EA
100,4500000308,000030,000000000000010110,12,2441208,MXN,EA
100,4500000309,000010,000000000000010004,10,1818370,CLP,EA
100,4500000309,000020,000000000000010090,10,2346100,CLP,EA
100,4500000309,000030,000000000000010144,3,342258,CLP,EA
100,4500000310,000010,000000000000010114,14,5913068,MXN,EA
100,4500000310,000020,000000000000010114,10,868730,MXN,EA
100,4500000310,000030,000000000000010109,14,1038422,MXN,EA
100,4500000310,000040,000000000000010023,5,549690,MXN,EA
100,4500000310,000050,000000000000010078,16,7293328,MXN,EA
100,4500000310,000060,000000000000010135,11,392293,MXN,EA
100,4500000311,000010,000000000000010097,3,13410,JPY,EA
100,4500000311,000020,000000000000010105,9,1964916,JPY,EA
100,4500000311,000030,000000000000010045,18,4379094,JPY,EA
100,4500000311,000040,000000000000010146,5,527340,JPY,EA
100,4500000311,000050,000000000000010048,13,1985906,JPY,EA
100,4500000312,000010,000000000000010126,2,864766,MXN,EA
100,4500000312,000020,000000000000010078,19,3046422,MXN,EA
100,4500000312,000030,000000000000010127,18,7000146,MXN,EA
100,4500000312,000040,000000000000010119,8,120568,MXN,EA
100,4500000312,000050,000000000000010001,5,693590,MXN,EA
100,4500000313,000010,000000000000010121,4,1375144,MXN,EA
100,4500000313,000020,000000000000010074,14,1330588,MXN,EA
100,4500000313,000030,000000000000010126,8,127296,MXN,EA
100,4500000314,000010,000000000000010071,16,575728,USD,EA
100,4500000315,000010,000000000000010093,19,4805328,MXN,EA
100,4500000315,000020,000000000000010145,14,6387682,MXN,EA
100,4500000315,000030,000000000000010067,16,5839744,MXN,EA
100,4500000315,000040,000000000000010031,12,3236532,MXN,EA
100,4500000315,000050,000000000000010148,1,444170,MXN,EA
100,4500000316,000010,000000000000010042,19,601844,MXN,EA
100,4500000316,000020,000000000000010038,11,2669909,MXN,EA
100,4500000316,000030,000000000000010035,12,1039440,MXN,EA
100,4500000317,000010,000000000000010070,12,2651352,MXN,EA
100,4500000318,000010,000000000000010092,2,305936,USD,EA
100,4500000318,000020,000000000000010075,17,5711847,USD,EA
100,4500000318,000030,000000000000010020,17,1744438,USD,EA
100,4500000318,000040,000000000000010047,4,1259692,USD,EA
100,4500000318,000050,000000000000010043,18,3062484,USD,EA
100,4500000318,000060,000000000000010081,10,1433220,USD,EA
100,4500000319,000010,000000000000010093,4,1124760,MXN,EA
100,4500000319,000020,000000000000010149,12,5191848,MXN,EA
100,4500000319,000030,000000000000010037,1,72800,MXN,EA
100,4500000319,000040,000000000000010133,10,1965660,MXN,EA
100,4500000319,000050,000000000000010125,14,2511908,MXN,EA
100,4500000319,000060,000000000000010042,4,460916,MXN,EA
100,4500000320,000010,000000000000010129,8,3495872,MXN,EA
100,4500000320,000020,000000000000010049,18,5807034,MXN,EA
100,4500000321,000010,000000000000010135,18,6742422,USD,EA
100,4500000321,000020,000000000000010142,4,879236,USD,EA
100,4500000321,000030,000000000000010118,3,186339,USD,EA
100,4500000321,000040,000000000000010034,1,252405,USD,EA
100,4500000321,000050,000000000000010090,10,3633090,USD,EA
100,4500000321,000060,000000000000010093,5,2146815,USD,EA
100,4500000322,000010,000000000000010134,11,1004146,MXN,EA
100,4500000322,000020,000000000000010078,1,391311,MXN,EA
100,4500000322,000030,000000000000010031,8,547864,MXN,EA
100,4500000322,000040,000000000000010037,8,1297440,MXN,EA
100,4500000323,000010,000000000000010054,5,211055,CLP,EA
100,4500000323,000020,000000000000010109,4,167020,CLP,EA
100,4500000324,000010,000000000000010124,14,326074,EUR,EA
100,4500000325,000010,000000000000010028,2,833578,MXN,EA
100,4500000325,000020,000000000000010132,19,609368,MXN,EA
100,4500000326,000010,000000000000010031,9,213219,MXN,EA
100,4500000326,000020,000000000000010017,10,3510070,MXN,EA
100,4500000326,000030,000000000000010003,4,1644748,MXN,EA
100,4500000326,000040,000000000000010032,20,2173780,MXN,EA
100,4500000327,000010,000000000000010052,6,2115522,MXN,EA
100,4500000327,000020,000000000000010090,1,48594,MXN,EA
100,4500000327,000030,000000000000010038,9,4485960,MXN,EA
100,4500000327,000040,000000000000010149,12,2227860,MXN,EA
100,4500000327,000050,000000000000010042,17,6976205,MXN,EA
100,4500000328,000010,000000000000010062,17,5099439,MXN,EA
100,4500000328,000020,000000000000010018,4,1722796,MXN,EA
100,4500000328,000030,000000000000010149,1,278263,MXN,EA
100,4500000328,000040,000000000000010056,7,1041418,MXN,EA
100,4500000328,000050,000000000000010044,18,58842,MXN,EA
100,4500000328,000060,000000000000010026,7,3385165,MXN,EA
100,4500000329,000010,000000000000010122,12,4404264,USD,EA
100,4500000329,000020,000000000000010048,15,5311815,USD,EA
100,4500000329,000030,000000000000010028,6,2631870,USD,EA
100,4500000329,000040,000000000000010091,13,2903498,USD,EA
100,4500000329,000050,000000000000010055,17,2045151,USD,EA
100,4500000330,000010,000000000000010029,11,723910,USD,EA
100,4500000330,000020,000000000000010120,4,1093944,USD,EA
100,4500000330,000030,000000000000010035,16,6410400,USD,EA
100,4500000330,000040,000000000000010093,10,2930970,USD,EA
100,4500000331,000010,000000000000010011,3,519078,MXN,EA
100,4500000331,000020,000000000000010127,4,810944,MXN,EA
100,4500000331,000030,000000000000010073,15,4736655,MXN,EA
100,4500000331,000040,000000000000010080,15,1791330,MXN,EA
100,4500000331,000050,000000000000010142,14,2146928,MXN,EA
100,4500000331,000060,000000000000010110,7,3151372,MXN,EA
100,4500000332,000010,000000000000010122,12,1140036,MXN,EA
100,4500000333,000010,000000000000010126,4,835244,MXN,EA
100,4500000334,000010,000000000000010134,3,190512,EUR,EA
100,4500000334,000020,000000000000010037,13,2743546,EUR,EA
100,4500000334,000030,000000000000010027,6,209556,EUR,EA
100,4500000334,000040,000000000000010094,7,1249780,EUR,EA
100,4500000335,000010,000000000000010104,4,492360,MXN,EA
100,4500000335,000020,000000000000010109,16,2352368,MXN,EA
100,4500000336,000010,000000000000010149,19,2738204,USD,EA
100,4500000336,000020,000000000000010103,12,3005640,USD,EA
100,4500000336,000030,000000000000010104,16,4306048,USD,EA
100,4500000336,000040,000000000000010072,5,2018260,USD,EA
100,4500000336,000050,000000000000010117,4,260248,USD,EA
100,4500000336,000060,000000000000010065,16,4187424,USD,EA
100,4500000337,000010,000000000000010035,1,53220,JPY,EA
100,4500000337,000020,000000000000010014,3,786498,JPY,EA
100,4500000338,000010,000000000000010007,6,1209654,MXN,EA
100,4500000338,000020,000000000000010084,5,798645,MXN,EA
100,4500000338,000030,000000000000010025,3,1042788,MXN,EA
100,4500000338,000040,000000000000010134,16,6665904,MXN,EA
100,4500000338,000050,000000000000010120,7,1084377,MXN,EA
100,4500000338,000060,000000000000010128,16,4250512,MXN,EA
100,4500000339,000010,000000000000010139,11,4679411,MXN,EA
100,4500000339,000020,000000000000010139,18,184752,MXN,EA
100,4500000339,000030,000000000000010009,14,6474146,MXN,EA
100,4500000340,000010,000000000000010099,15,2488785,USD,EA
100,4500000341,000010,000000000000010114,15,297960,MXN,EA
100,4500000341,000020,000000000000010009,6,1757118,MXN,EA
100,4500000341,000030,000000000000010078,6,1552056,MXN,EA
100,4500000341,000040,000000000000010111,5,824090,MXN,EA
100,4500000342,000010,000000000000010100,16,6424976,USD,EA
100,4500000342,000020,000000000000010029,19,6743233,USD,EA
100,4500000342,000030,000000000000010126,18,6485994,USD,EA
100,4500000342,000040,000000000000010139,19,4699080,USD,EA
100,4500000342,000050,000000000000010122,18,8080668,USD,EA
100,4500000342,000060,000000000000010041,17,513774,USD,EA
100,4500000343,000010,000000000000010068,16,4974032,JPY,EA
100,4500000343,000020,000000000000010097,20,7113480,JPY,EA
100,4500000343,000030,000000000000010091,10,1690250,JPY,EA
100,4500000343,000040,000000000000010016,1,310572,JPY,EA
100,4500000344,000010,000000000000010033,12,2206932,MXN,EA
100,4500000345,000010,000000000000010150,1,402182,MXN,EA
100,4500000345,000020,000000000000010088,13,676507,MXN,EA
100,4500000345,000030,000000000000010110,12,2260344,MXN,EA
100,4500000345,000040,000000000000010106,12,367140,MXN,EA
100,4500000345,000050,000000000000010063,8,992072,MXN,EA
100,4500000345,000060,000000000000010080,19,865127,MXN,EA
100,4500000346,000010,000000000000010017,10,610150,MXN,EA
100,4500000346,000020,000000000000010087,6,68004,MXN,EA
100,4500000346,000030,000000000000010138,11,226556,MXN,EA
100,4500000346,000040,000000000000010118,14,4183494,MXN,EA
100,4500000346,000050,000000000000010132,14,1970990,MXN,EA
100,4500000346,000060,000000000000010006,16,4948400,MXN,EA
100,4500000347,000010,000000000000010082,13,3900377,EUR,EA
100,4500000348,000010,000000000000010083,19,992484,MXN,EA
100,4500000348,000020,000000000000010126,4,1452844,MXN,EA
100,4500000348,000030,000000000000010053,11,2875730,MXN,EA
100,4500000348,000040,000000000000010129,11,971960,MXN,EA
100,4500000349,000010,000000000000010077,12,2755008,USD,EA
100,4500000349,000020,000000000000010052,16,5346480,USD,EA
100,4500000349,000030,000000000000010020,18,2038302,USD,EA
100,4500000349,000040,000000000000010074,9,233280,USD,EA
100,4500000349,000050,000000000000010077,19,4023782,USD,EA
100,4500000350,000010,000000000000010024,19,,JPY,EA
100,4500000350,000020,000000000000010087,9,326412,JPY,EA
100,4500000351,000010,000000000000010136,16,3598816,MXN,EA
100,4500000351,000020,000000000000010054,12,5017800,MXN,EA
100,4500000351,000030,000000000000010020,10,2655760,MXN,EA
100,4500000351,000040,000000000000010077,14,4883788,MXN,EA
100,4500000351,000050,000000000000010139,11,1164867,MXN,EA
100,4500000352,000010,000000000000010103,9,2957949,MXN,EA
100,4500000352,000020,000000000000010132,15,5296350,MXN,EA
100,4500000352,000030,000000000000010141,6,2777058,MXN,EA
100,4500000352,000040,000000000000010005,17,7706236,MXN,EA
100,4500000353,000010,000000000000010148,16,1802368,JPY,EA
100,4500000353,000020,000000000000010120,9,4431087,JPY,EA
100,4500000354,000010,000000000000010137,20,8961980,MXN,EA
100,4500000354,000020,000000000000010112,19,7257145,MXN,EA
100,4500000354,000030,000000000000010016,17,1805349,MXN,EA
100,4500000354,000040,000000000000010094,15,1176900,MXN,EA
100,4500000354,000050,000000000000010062,5,1961730,MXN,EA
100,4500000354,000060,000000000000010077,14,3025316,MXN,EA
100,4500000355,000010,000000000000010017,7,3111710,MXN,EA
100,4500000355,000020,000000000000010106,9,3895749,MXN,EA
100,4500000355,000030,000000000000010074,6,812706,MXN,EA
100,4500000356,000010,000000000000010061,13,1638429,MXN,EA
100,4500000356,000020,000000000000010030,5,508095,MXN,EA
100,4500000356,000030,000000000000010008,8,3351048,MXN,EA
100,4500000356,000040,000000000000010080,15,3832200,MXN,EA
100,4500000356,000050,000000000000010144,14,3111626,MXN,EA
100,4500000356,000060,000000000000010010,7,591843,MXN,EA
100,4500000357,000010,000000000000010035,1,136474,CLP,EA
100,4500000357,000020,000000000000010072,18,1678788,CLP,EA
100,4500000357,000030,000000000000010011,16,6577840,CLP,EA
100,4500000358,000010,000000000000010015,3,496728,MXN,EA
100,4500000359,000010,000000000000010077,3,1419480,MXN,EA
100,4500000359,000020,000000000000010105,12,4237788,MXN,EA
100,4500000359,000030,000000000000010024,13,6441344,MXN,EA
100,4500000359,000040,000000000000010036,8,477472,MXN,EA
100,4500000359,000050,000000000000010147,17,8332142,MXN,EA
100,4500000360,000010,000000000000010134,19,9479138,MXN,EA
100,4500000361,000010,000000000000010065,16,7436256,MXN,EA
100,4500000361,000020,000000000000010024,8,2523832,MXN,EA
100,4500000361,000030,000000000000010032,11,1910040,MXN,EA
100,4500000361,000040,000000000000010150,13,5505409,MXN,EA
100,4500000361,000050,000000000000010061,14,1614186,MXN,EA
100,4500000362,000010,000000000000010028,6,679524,USD,EA
100,4500000362,000020,000000000000010071,15,3226590,USD,EA
100,4500000363,000010,000000000000010015,16,4491056,USD,EA
100,4500000363,000020,000000000000010096,4,667724,USD,EA
100,4500000363,000030,000000000000010140,14,3499440,USD,EA
100,4500000364,000010,000000000000010064,9,4158684,USD,EA
100,4500000364,000020,000000000000010038,12,3001836,USD,EA
100,4500000364,000030,000000000000010095,10,120480,USD,EA
100,4500000364,000040,000000000000010009,2,726232,USD,EA
100,4500000364,000050,000000000000010062,9,2617092,USD,EA
100,4500000364,000060,000000000000010099,10,3359930,USD,EA
100,4500000365,000010,000000000000010093,4,1125788,USD,EA
100,4500000365,000020,000000000000010061,15,3070050,USD,EA
100,4500000365,000030,000000000000010003,13,6334640,USD,EA
100,4500000365,000040,10066,10,483170,USD,EA
100,4500000365,000050,000000000000010061,10,1113030,USD,EA
100,4500000365,000060,000000000000010042,15,4980150,USD,EA
100,4500000366,000010,000000000000010105,2,289348,MXN,EA
100,4500000366,000020,000000000000010021,16,3967792,MXN,EA
100,4500000366,000030,000000000000010106,11,4148276,MXN,EA
100,4500000367,000010,000000000000010026,6,2203230,JPY,EA
100,4500000367,000020,000000000000010067,17,608515,JPY,EA
100,4500000367,000030,000000000000010091,14,4433548,JPY,EA
100,4500000367,000040,000000000000010141,11,2625029,JPY,EA
100,4500000368,000010,000000000000010008,2,674528,MXN,EA
100,4500000368,000020,000000000000010048,15,6235815,MXN,EA
100,4500000368,000030,000000000000010035,1,211062,MXN,EA
100,4500000368,000040,000000000000010052,10,1654800,MXN,EA
100,4500000368,000050,000000000000010148,3,177315,MXN,EA
100,4500000368,000060,000000000000010041,8,2173792,MXN,EA
100,4500000369,000010,000000000000010034,20,7210640,EUR,EA
100,4500000369,000020,10106,11,2614810,EUR,EA
100,4500000369,000030,000000000000010123,5,688355,EUR,EA
100,4500000369,000040,000000000000010045,19,8254816,EUR,EA
100,4500000369,000050,000000000000010084,10,1051570,EUR,EA
100,4500000369,000060,000000000000010022,14,2712192,EUR,EA
100,4500000370,000010,000000000000010101,13,6452212,MXN,EA
100,4500000370,000020,000000000000010147,8,94960,MXN,EA
100,4500000371,000010,000000000000010143,20,6590660,USD,EA
100,4500000372,000010,000000000000010023,15,1574220,MXN,EA
100,4500000372,000020,000000000000010068,6,162600,MXN,EA
100,4500000373,000010,000000000000010110,20,2747940,MXN,EA
100,4500000373,000020,000000000000010039,3,581688,MXN,EA
