MANDT,VBELN,ERDAT,KUNNR,NETWR,WAERK,VKORG,AUART,VBTYP
100,4500000440,20230420,0000010118,15837559,MXN,1000,TA,C
100,4500000441,20230107,0000010078,19332579,MXN,1000,TA,C
100,4500000442,20250511,0000010086,14632964,MXN,1000,TA,C
100,4500000443,20250403,0000010098,305661,USD,1000,TA,C
100,4500000444,20231209,0000010113,18464953,MXN,1000,TA,C
100,4500000445,20240831,0000010167,7548613,MXN,1000,TA,C
100,4500000446,20231125,0000010077,12182775,MXN,1000,TA,C
100,4500000447,20230725,0000010178,1925856,USD,1000,TA,C
100,4500000448,20230701,0000010081,2145300,USD,1000,TA,C
100,4500000449,20231026,0000010082,5236121,MXN,1000,TA,C
100,4500000450,20241010,0000010178,10447584,JPY,1000,TA,C
100,4500000451,20250311,0000010148,4111660,USD,1000,TA,C
100,4500000452,20240121,0000010084,12541744,MXN,1000,TA,C
100,4500000453,20240109,0000010101,4360689,MXN,1000,TA,C
100,4500000454,20230724,0000010145,3053000,MXN,1000,TA,C
100,4500000455,20230704,0000010140,19244605,USD,1000,TA,C
100,4500000456,20240717,0000010197,624759,EUR,1000,TA,C
100,4500000457,20240417,0000010187,18145176,MXN,1000,TA,C
100,4500000458,20240324,0000010054,15853394,JPY,1000,TA,C
100,4500000459,20230312,0000010178,21377562,MXN,1000,TA,C
100,4500000460,20240526,0000010173,10285880,MXN,1000,TA,C
100,4500000461,20231107,0000010163,7357693,MXN,1000,TA,C
100,4500000462,20241105,0000010065,12212626,MXN,1000,TA,C
100,4500000463,20240309,0000010184,1982107,MXN,1000,TA,C
100,4500000464,20240404,0000010019,24292973,MXN,1000,TA,C
100,4500000465,20240819,0000010123,13783314,USD,1000,TA,C
100,4500000466,20240602,0000010137,293432,MXN,1000,TA,C
100,4500000467,20240710,0000010108,5616313,EUR,1000,TA,C
100,4500000468,20241219,0000010093,2055952,MXN,1000,TA,C
100,4500000469,20240831,,1551899,USD,1000,TA,C
100,4500000470,20230422,0000010022,13687653,USD,1000,TA,C
100,4500000471,20241104,0000010064,2780860,CLP,1000,TA,C
100,4500000472,20230620,0000010091,6636581,EUR,1000,TA,C
100,4500000473,20230215,0000010157,3634320,EUR,1000,TA,C
100,4500000474,20241124,0000010166,19290909,USD,1000,TA,C
100,4500000475,20250209,0000010103,313043,EUR,1000,TA,C
100,4500000476,20230419,0000010111,17773522,MXN,1000,TA,C
100,4500000477,20230922,0000010026,6330495,MXN,1000,TA,C
100,4500000478,20250203,0000010131,11003119,MXN,1000,TA,C
100,4500000479,20240817,0000010143,14851859,USD,1000,TA,C
100,4500000480,20230815,0000010148,6745472,EUR,1000,TA,C
100,4500000481,20240205,0000010096,3866560,MXN,1000,TA,C
100,4500000482,20241126,0000010198,1964792,MXN,1000,TA,C
100,4500000483,20240527,0000010177,6316476,USD,1000,TA,C
100,4500000484,20230126,0000010089,4806707,MXN,1000,TA,C
100,4500000485,00000000,0000010027,5749043,USD,1000,TA,C
100,4500000486,20230329,0000010107,10323060,MXN,1000,TA,C
100,4500000487,20230526,0000010187,6073677,MXN,1000,TA,C
100,4500000488,20231218,0000010080,9454272,MXN,1000,TA,C
100,4500000489,20240617,0000010053,5456005,MXN,1000,TA,C
100,4500000490,20240502,0000010090,8120436,USD,1000,TA,C
100,4500000491,20250109,0000010113,2468544,MXN,1000,TA,C
100,4500000492,20231123,0000010116,17536264,EUR,1000,TA,C
100,4500000493,20230215,0000010077,7308160,MXN,1000,TA,C
100,4500000494,20230124,0000010030,6247567,JPY,1000,TA,C
100,4500000495,20230422,0000010166,5037323,MXN,1000,TA,C
100,4500000496,20250128,0000010043,4582153,EUR,1000,TA,C
100,4500000497,20230628,0000010133,4095165,MXN,1000,TA,C
100,4500000498,20231205,0000010041,9307308,USD,1000,TA,C
100,4500000499,20240418,0000010110,5514336,USD,1000,TA,C
100,4500000500,20241006,0000010104,19887303,MXN,1000,TA,C
100,4500000501,20241017,0000010048,14212251,MXN,1000,TA,C
100,4500000502,20240210,0000010111,10802070,EUR,1000,TA,C
100,4500000503,20240920,0000010189,23333774,MXN,1000,TA,C
100,4500000504,20240829,0000010116,1580677,MXN,1000,TA,C
100,4500000505,20230105,0000010100,16519419,MXN,1000,TA,C
100,4500000506,20230730,0000010055,15182111,JPY,1000,TA,C
100,4500000507,20241221,0000010193,12660553,MXN,1000,TA,C
100,4500000508,20230415,0000010148,7069953,MXN,1000,TA,C
100,4500000509,20240110,0000010048,10085231,USD,1000,TA,C
100,4500000510,20240413,0000010051,4969074,MXN,1000,TA,C
100,4500000511,20241117,0000010068,7222670,MXN,1000,TA,C
100,4500000512,20241016,0000010136,7922484,USD,1000,TA,C
100,4500000513,20240202,0000010153,14085759,MXN,1000,TA,C
100,4500000514,20240824,0000010101,9137324,USD,1000,TA,C
100,4500000515,20231227,0000010090,12782794,MXN,1000,TA,C
100,4500000516,20230626,0000010159,3801325,MXN,1000,TA,C
100,4500000517,20250330,0000010181,17850757,EUR,1000,TA,C
100,4500000518,20240827,0000010158,12140573,MXN,1000,TA,C
100,4500000519,20230518,0000010173,3012525,MXN,1000,TA,C
100,4500000520,20230902,0000010031,2457686,MXN,1000,TA,C
100,4500000521,20230707,0000010030,13567367,MXN,1000,TA,C
100,4500000522,20230525,0000010178,1375310,MXN,1000,TA,C
100,4500000523,20240304,0000010100,14880659,USD,1000,TA,C
100,4500000524,20240811,0000010036,4856975,USD,1000,TA,C
100,4500000525,20230710,0000010109,1068883,MXN,1000,TA,C
100,4500000526,20240704,0000010163,4743112,USD,1000,TA,C
100,4500000527,20230627,0000010166,5992108,EUR,1000,TA,C
100,4500000528,00000000,0000010043,5647705,USD,1000,TA,C
100,4500000529,20230524,0000010074,9900608,USD,1000,TA,C
100,4500000530,20250512,0000010081,5099362,MXN,1000,TA,C
100,4500000531,20230224,0000010159,5532424,MXN,1000,TA,C
100,4500000532,20240511,0000010003,10547196,MXN,1000,TA,C
100,4500000533,20250414,0000010050,3022080,MXN,1000,TA,C
100,4500000534,20240601,0000010144,9353108,MXN,1000,TA,C
100,4500000535,20240223,0000010127,6356204,EUR,1000,TA,C
100,4500000536,20240301,0000010126,20495550,EUR,1000,TA,C
100,4500000537,20240515,0000010114,3511072,JPY,1000,TA,C
100,4500000538,20240801,0000010022,3874758,MXN,1000,TA,C
100,4500000539,20230814,0000010195,1150426,MXN,1000,TA,C
100,4500000540,20231009,0000010009,13655280,MXN,1000,TA,C
100,4500000541,20231023,0000010138,11883187,MXN,1000,TA,C
100,4500000542,20240413,0000010200,16562966,MXN,1000,TA,C
100,4500000543,20250302,0000010191,5652920,USD,1000,TA,C
100,4500000544,20240716,0000010127,3235644,CLP,1000,TA,C
100,4500000545,20240809,0000010029,6051655,USD,1000,TA,C
100,4500000546,20250304,0000010069,3103956,MXN,1000,TA,C
100,4500000547,20240709,0000010094,10118207,USD,1000,TA,C
100,4500000548,20250217,0000010011,1636356,CLP,1000,TA,C
100,4500000549,20240713,0000010113,9985682,JPY,1000,TA,C
100,4500000550,20230415,0000010109,12091630,MXN,1000,TA,C
100,4500000551,20250208,0000010168,18358858,JPY,1000,TA,C
100,4500000552,20250614,0000010077,5889651,MXN,1000,TA,C
100,4500000553,20230927,0000010116,9494032,MXN,1000,TA,C
100,4500000554,20240325,0000010023,17462195,MXN,1000,TA,C
100,4500000555,20250411,0000010199,12714261,MXN,1000,TA,C
100,4500000556,20250410,0000010054,8131316,MXN,1000,TA,C
100,4500000557,00000000,0000010151,1182286,JPY,1000,TA,C
100,4500000558,20250531,0000010090,3032981,EUR,1000,TA,C
100,4500000559,20241009,0000010157,2012440,JPY,1000,TA,C
100,4500000560,20240922,0000010043,7560485,MXN,1000,TA,C
100,4500000561,20250413,0000010053,5473360,MXN,1000,TA,C
100,4500000562,20240806,0000010016,15190456,MXN,1000,TA,C
100,4500000563,20231015,0000010137,12052045,MXN,1000,TA,C
100,4500000564,20230622,0000010138,2820729,USD,1000,TA,C
100,4500000565,20231027,0000010181,9923733,MXN,1000,TA,C
100,4500000566,20231001,0000010147,14777942,MXN,1000,TA,C
100,4500000567,20250414,0000010174,13725869,USD,1000,TA,C
100,4500000568,20250207,0000010035,15509046,MXN,1000,TA,C
100,4500000569,20231011,0000010016,8650778,MXN,1000,TA,C
100,4500000570,20241219,0000010033,20488117,EUR,1000,TA,C
100,4500000571,20230530,0000010064,538146,MXN,1000,TA,C
100,4500000572,20250428,0000010083,13202952,JPY,1000,TA,C
100,4500000573,20250513,0000010195,14827786,MXN,1000,TA,C
100,4500000574,20240516,0000010101,7794003,EUR,1000,TA,C
100,4500000575,20241009,0000010148,22162760,MXN,1000,TA,C
100,4500000576,20240229,0000010161,10207248,MXN,1000,TA,C
100,4500000577,20230319,0000010116,5826872,MXN,1000,TA,C
100,4500000578,20230406,0000010197,14304260,USD,1000,TA,C
100,4500000579,20250206,0000010132,5877370,MXN,1000,TA,C
100,4500000580,20250617,0000010178,3149915,MXN,1000,TA,C
100,4500000581,20240514,0000010117,15649662,MXN,1000,TA,C
100,4500000582,20230103,0000010149,21205394,MXN,1000,TA,C
100,4500000583,20230406,0000010188,13551621,CLP,1000,TA,C
100,4500000584,20241012,0000010118,10252138,JPY,1000,TA,C
100,4500000585,20240102,0000010179,1658255,EUR,1000,TA,C
100,4500000586,20240212,0000010137,27548232,MXN,1000,TA,C
100,4500000587,20250424,0000010110,6833897,MXN,1000,TA,C
100,4500000588,20231002,0000010127,1065468,MXN,1000,TA,C
100,4500000589,20231212,0000010073,2762818,MXN,1000,TA,C
100,4500000590,20230514,0000010148,25451250,USD,1000,TA,C
100,4500000591,20250318,0000010125,162072,USD,1000,TA,C
100,4500000592,20250219,0000010175,6081835,MXN,1000,TA,C
100,4500000593,20230412,0000010012,11311841,MXN,1000,TA,C
100,4500000594,20230117,0000010118,6915090,USD,1000,TA,C
100,4500000595,20240327,0000010041,11259500,MXN,1000,TA,C
100,4500000596,20240314,0000010001,3255116,MXN,1000,TA,C
100,4500000597,20230516,0000010177,1648448,MXN,1000,TA,C
100,4500000598,20230612,0000010078,1662144,EUR,1000,TA,C
100,4500000599,20241101,0000010024,21955143,MXN,1000,TA,C
100,4500000600,20230326,0000010065,10667967,MXN,1000,TA,C
100,4500000601,20241026,0000010171,12328353,MXN,1000,TA,C
100,4500000602,20240210,0000010014,15350003,MXN,1000,TA,C
100,4500000603,20250113,0000010079,477017,USD,1000,TA,C
100,4500000604,20230828,0000010194,28520325,EUR,1000,TA,C
100,4500000605,20230404,0000010168,13167653,MXN,1000,TA,C
100,4500000606,20230102,0000010025,3926870,JPY,1000,TA,C
100,4500000607,20230321,0000010123,20283249,MXN,1000,TA,C
100,4500000608,20230820,0000010152,8915600,MXN,1000,TA,C
100,4500000609,20240331,0000010175,3066289,USD,1000,TA,C
100,4500000610,20241213,0000010003,9250779,MXN,1000,TA,C
100,4500000611,20250530,0000010031,2001523,MXN,1000,TA,C
100,4500000612,20230516,0000010178,19486336,MXN,1000,TA,C
100,4500000613,20230823,0000010019,733063,USD,1000,TA,C
100,4500000614,20250118,0000010023,13792448,MXN,1000,TA,C
100,4500000615,20231117,0000010027,17848398,MXN,1000,TA,C
100,4500000616,20230521,0000010077,412740,MXN,1000,TA,C
100,4500000617,20250412,0000010199,5513218,MXN,1000,TA,C
100,4500000618,20241018,0000010035,16554594,CLP,1000,TA,C
100,4500000619,20230312,0000010037,7209856,EUR,1000,TA,C
100,4500000620,20230109,0000010145,6797080,USD,1000,TA,C
100,4500000621,20230618,0000010167,1411689,USD,1000,TA,C
100,4500000622,20250109,0000010090,1362504,MXN,1000,TA,C
100,4500000623,20250205,0000010161,3867304,MXN,1000,TA,C
100,4500000624,20240922,0000010106,6688692,MXN,1000,TA,C
100,4500000625,20250530,0000010114,568648,EUR,1000,TA,C
100,4500000626,20230413,0000010023,5973026,MXN,1000,TA,C
100,4500000627,20230507,0000010193,1233507,MXN,1000,TA,C
100,4500000628,20240129,0000010187,8732416,USD,1000,TA,C
100,4500000629,20231119,0000010110,9586627,MXN,1000,TA,C
100,4500000630,20231011,0000010064,13844904,MXN,1000,TA,C
100,4500000631,20230912,0000010022,19725356,EUR,1000,TA,C
100,4500000632,20240906,0000010154,10029402,USD,1000,TA,C
100,4500000633,20231019,0000010156,10994461,JPY,1000,TA,C
100,4500000634,20230128,0000010177,7351982,CLP,1000,TA,C
100,4500000635,20230730,0000010078,6185965,EUR,1000,TA,C
100,4500000636,20240605,0000010156,15847158,USD,1000,TA,C
100,4500000637,20240206,0000010192,5064594,MXN,1000,TA,C
100,4500000638,20230225,0000010166,13305456,MXN,1000,TA,C
100,4500000639,20240131,0000010127,3890400,MXN,1000,TA,C
100,4500000640,20240526,0000010062,9458822,MXN,1000,TA,C
100,4500000641,20230314,0000010153,17062601,USD,1000,TA,C
100,4500000642,20240105,0000010004,11748026,USD,1000,TA,C
100,4500000643,20240201,0000010034,2253183,MXN,1000,TA,C
100,4500000644,20240110,0000010108,5025608,USD,1000,TA,C
100,4500000645,20230626,0000010175,4761220,USD,1000,TA,C
100,4500000646,20250227,0000010121,11663575,CLP,1000,TA,C
100,4500000647,20240824,0000010005,784795,MXN,1000,TA,C
100,4500000648,20230926,0000010004,6964992,MXN,1000,TA,C
100,4500000649,20230303,0000010011,10399431,MXN,1000,TA,C
100,4500000650,20231021,0000010130,8372520,MXN,1000,TA,C
100,4500000651,20240528,0000010183,1146196,USD,1000,TA,C
100,4500000652,20240309,0000010107,8045899,CLP,1000,TA,C
100,4500000653,20230326,0000010103,6315304,EUR,1000,TA,C
100,4500000654,20240704,0000010138,491964,USD,1000,TA,C
100,4500000655,20231012,0000010040,7335893,USD,1000,TA,C
100,4500000656,20230322,0000010080,27613481,MXN,1000,TA,C
100,4500000657,20250407,0000010053,12804045,USD,1000,TA,C
100,4500000658,20231201,0000010138,19142218,MXN,1000,TA,C
100,4500000659,20241011,0000010151,25813943,MXN,1000,TA,C
100,4500000660,20241128,0000010167,12734091,CLP,1000,TA,C
100,4500000661,20231114,0000010017,2942482,EUR,1000,TA,C
100,4500000662,20250117,0000010112,2248436,EUR,1000,TA,C
100,4500000663,20230908,0000010015,5179113,MXN,1000,TA,C
100,4500000664,20230429,0000010112,2310910,MXN,1000,TA,C
100,4500000665,20240915,0000010157,4441235,MXN,1000,TA,C
100,4500000666,20241113,0000010080,15575645,MXN,1000,TA,C
100,4500000667,20250128,0000010169,5044692,JPY,1000,TA,C
100,4500000668,20230113,0000010031,14384405,MXN,1000,TA,C
100,4500000669,20241219,0000010036,17336516,JPY,1000,TA,C
100,4500000670,20240523,0000010042,6214348,MXN,1000,TA,C
100,4500000671,20240613,0000010134,573480,MXN,1000,TA,C
100,4500000672,20230620,0000010067,5516710,JPY,1000,TA,C
100,4500000673,20250206,0000010033,410265,MXN,1000,TA,C
100,4500000674,20250120,0000010069,5742841,CLP,1000,TA,C
100,4500000675,20230131,0000010198,6806067,MXN,1000,TA,C
100,4500000676,20231006,0000010110,10150199,MXN,1000,TA,C
100,4500000677,20230927,0000010017,23631920,USD,1000,TA,C
100,4500000678,20241004,0000010148,11208993,JPY,1000,TA,C
100,4500000679,20240411,0000010128,2878560,MXN,1000,TA,C
100,4500000680,20230226,0000010093,957800,USD,1000,TA,C
100,4500000681,20230620,0000010146,4159274,USD,1000,TA,C
100,4500000682,20230919,0000010041,2043540,MXN,1000,TA,C
100,4500000683,20240810,0000010027,9509811,CLP,1000,TA,C
100,4500000684,20230429,0000010186,11965271,EUR,1000,TA,C
100,4500000685,20240605,0000010190,11189911,MXN,1000,TA,C
100,4500000686,20250529,0000010012,12102802,MXN,1000,TA,C
100,4500000687,20230217,0000010063,6912278,MXN,1000,TA,C
100,4500000688,20240128,0000010094,17135485,USD,1000,TA,C
100,4500000689,20250528,0000010046,5187336,MXN,1000,TA,C
100,4500000690,20250402,0000010142,6737381,MXN,1000,TA,C
100,4500000691,20241102,0000010190,14688695,JPY,1000,TA,C
100,4500000692,20231126,0000010058,20981615,MXN,1000,TA,C
100,4500000693,20250107,0000010107,17394094,MXN,1000,TA,C
100,4500000694,20250425,0000010070,7219838,MXN,1000,TA,C
100,4500000695,20240117,0000010147,11039295,MXN,1000,TA,C
100,4500000696,20241120,0000010129,21093955,MXN,1000,TA,C
100,4500000697,20230817,0000010046,8085619,MXN,1000,TA,C
100,4500000698,20240215,0000010012,14204234,USD,1000,TA,C
100,4500000699,20250605,0000010120,18161934,MXN,1000,TA,C
100,4500000700,20250515,0000010199,16961306,MXN,1000,TA,C
100,4500000701,20230330,0000010084,7989792,MXN,1000,TA,C
100,4500000702,20230109,0000010117,3262440,USD,1000,TA,C
100,4500000703,20231026,0000010052,11239782,MXN,1000,TA,C
100,4500000704,20250127,0000010078,5301660,USD,1000,TA,C
100,4500000705,20240420,0000010063,5911113,USD,1000,TA,C
100,4500000706,20240520,0000010152,11478855,MXN,1000,TA,C
100,4500000707,20230720,0000010199,573439,CLP,1000,TA,C
100,4500000708,20250217,0000010140,11137852,JPY,1000,TA,C
100,4500000709,20230107,0000010039,11561945,MXN,1000,TA,C
100,4500000710,20230827,0000010007,11109892,MXN,1000,TA,C
100,4500000711,20241013,0000010089,13338539,USD,1000,TA,C
100,4500000712,20231210,0000010003,6369963,EUR,1000,TA,C
100,4500000713,20241104,0000010195,12586201,MXN,1000,TA,C
100,4500000714,20250114,0000010189,272578,MXN,1000,TA,C
100,4500000715,20230730,0000010027,6907906,MXN,1000,TA,C
100,4500000716,20240305,0000010061,7711622,USD,1000,TA,C
100,4500000717,20230526,0000010016,9782537,USD,1000,TA,C
100,4500000718,20230406,0000010072,18187240,JPY,1000,TA,C
100,4500000719,20250515,0000010060,8883878,MXN,1000,TA,C
100,4500000720,20241218,0000010106,8718406,USD,1000,TA,C
100,4500000721,20250204,0000010118,2664864,MXN,1000,TA,C
100,4500000722,20230408,0000010149,401011,MXN,1000,TA,C
100,4500000723,20241014,0000010035,8787478,USD,1000,TA,C
100,4500000724,20240829,0000010020,16585423,MXN,1000,TA,C
100,4500000725,20240321,0000010016,408512,USD,1000,TA,C
100,4500000726,20230831,0000010034,5994985,EUR,1000,TA,C
100,4500000727,20250521,0000010067,215725,MXN,1000,TA,C
100,4500000728,20241218,0000010101,3555742,MXN,1000,TA,C
100,4500000729,20231122,0000010084,10243977,JPY,1000,TA,C
100,4500000730,20230828,0000010070,15285974,MXN,1000,TA,C
100,4500000731,20230520,0000010052,1675352,MXN,1000,TA,C
100,4500000732,20240821,0000010198,2729107,CLP,1000,TA,C
100,4500000733,20230419,0000010040,17860483,MXN,1000,TA,C
100,4500000734,20240422,0000010116,19694429,MXN,1000,TA,C
100,4500000735,20230504,0000010105,7091086,MXN,1000,TA,C
100,4500000736,20250227,0000010092,11052222,USD,1000,TA,C
100,4500000737,20231112,0000010116,23083523,MXN,1000,TA,C
100,4500000738,20250522,0000010068,8022973,MXN,1000,TA,C
100,4500000739,20230611,0000010024,12719129,MXN,1000,TA,C
100,4500000740,20250426,0000010078,5817708,EUR,1000,TA,C
100,4500000741,20240909,0000010179,4190990,JPY,1000,TA,C
100,4500000742,20250505,0000010056,10529386,MXN,1000,TA,C
100,4500000743,20230404,0000010038,473912,MXN,1000,TA,C
100,4500000744,20231231,0000010064,3611062,JPY,1000,TA,C
100,4500000745,20230220,0000010132,4681330,MXN,1000,TA,C
100,4500000746,20230924,0000010077,11841142,EUR,1000,TA,C
100,4500000747,20240219,0000010008,11637476,MXN,1000,TA,C
100,4500000748,20250205,0000010143,11176067,MXN,1000,TA,C
100,4500000749,20230407,0000010064,298411,USD,1000,TA,C
100,4500000750,20250403,0000010027,13015289,MXN,1000,TA,C
100,4500000751,20230113,0000010032,11088497,MXN,1000,TA,C
100,4500000752,20230816,0000010200,10306834,MXN,1000,TA,C
100,4500000753,20250423,0000010051,15444372,MXN,1000,TA,C
100,4500000754,20241203,0000010096,6509070,MXN,1000,TA,C
100,4500000755,20230328,0000010166,21665596,USD,1000,TA,C
100,4500000756,20230923,0000010151,4241662,USD,1000,TA,C
100,4500000757,20230308,0000010006,3059665,MXN,1000,TA,C
100,4500000758,20240330,0000010166,8405644,MXN,1000,TA,C
100,4500000759,20250517,0000010024,6472750,MXN,1000,TA,C
100,4500000760,20230213,0000010032,142784,MXN,1000,TA,C
100,4500000761,20230622,0000010013,13985366,MXN,1000,TA,C
100,4500000762,20250421,0000010111,6402706,USD,1000,TA,C
100,4500000763,20240523,0000010102,14730872,JPY,1000,TA,C
100,4500000764,20241130,0000010098,13823357,MXN,1000,TA,C
100,4500000765,20231229,0000010045,17478941,MXN,1000,TA,C
100,4500000766,20231009,0000010048,15517160,MXN,1000,TA,C
100,4500000767,20230602,0000010115,7729697,MXN,1000,TA,C
100,4500000768,20240926,0000010158,285298,MXN,1000,TA,C
100,4500000769,20241024,0000010063,21474288,USD,1000,TA,C
100,4500000770,20240226,0000010128,1953994,MXN,1000,TA,C
100,4500000771,20230304,0000010123,10655380,USD,1000,TA,C
100,4500000772,00000000,0000010072,9663093,MXN,1000,TA,C
100,4500000773,20240305,0000010036,5198000,MXN,1000,TA,C
100,4500000774,20250327,0000010165,5179902,MXN,1000,TA,C
100,4500000775,20241007,0000010064,7761500,USD,1000,TA,C
100,4500000776,20240127,0000010005,1314811,USD,1000,TA,C
100,4500000777,20240506,0000010092,10196577,JPY,1000,TA,C
100,4500000778,20231219,0000010125,927395,USD,1000,TA,C
100,4500000779,20231126,0000010129,19484195,USD,1000,TA,C
100,4500000780,20230704,0000010070,11973819,MXN,1000,TA,C
100,4500000781,20240903,0000010082,12692299,MXN,1000,TA,C
100,4500000782,20250410,0000010008,7055436,MXN,1000,TA,C
100,4500000783,20230301,0000010072,13383914,CLP,1000,TA,C
100,4500000784,20240102,0000010136,631895,USD,1000,TA,C
100,4500000785,20230827,0000010150,8036574,CLP,1000,TA,C
100,4500000786,20230911,0000010026,14204976,MXN,1000,TA,C
100,4500000787,20230930,0000010062,27967156,EUR,1000,TA,C
100,4500000788,20230227,0000010189,11249814,USD,1000,TA,C
100,4500000789,20240812,0000010057,6583594,CLP,1000,TA,C
100,4500000790,20250509,0000010091,24390676,MXN,1000,TA,C
100,4500000791,20230831,0000010046,1459645,MXN,1000,TA,C
100,4500000792,20250405,0000010082,7418983,USD,1000,TA,C
100,4500000793,20240103,0000010179,7392440,JPY,1000,TA,C
100,4500000794,20241221,0000010008,1497075,USD,1000,TA,C
100,4500000795,20231227,,10061586,EUR,1000,TA,C
100,4500000796,20230526,0000010145,10479773,USD,1000,TA,C
100,4500000797,20250506,0000010049,8653228,USD,1000,TA,C
100,4500000798,20231113,0000010139,2921073,USD,1000,TA,C
100,4500000799,20230208,0000010126,12640478,MXN,1000,TA,C
100,4500000800,20230827,0000010015,7126107,MXN,1000,TA,C
100,4500000801,20230121,0000010057,396528,USD,1000,TA,C
100,4500000802,20230101,0000010123,25262995,USD,1000,TA,C
100,4500000803,20230726,0000010158,10252812,MXN,1000,TA,C
100,4500000804,20250104,0000010088,7433025,MXN,1000,TA,C
100,4500000805,20230302,0000010083,99020,MXN,1000,TA,C
100,4500000806,20240823,0000010038,7944995,MXN,1000,TA,C
100,4500000807,20250303,0000010037,2784663,JPY,1000,TA,C
100,4500000808,20250531,0000010135,7635453,MXN,1000,TA,C
100,4500000809,20240118,0000010019,1399132,MXN,1000,TA,C
100,4500000810,20240210,0000010170,1081036,JPY,1000,TA,C
100,4500000811,20230414,0009990810,11943222,USD,1000,TA,C
100,4500000812,20231127,0000010078,23237456,MXN,1000,TA,C
100,4500000813,20250119,0000010041,6518786,MXN,1000,TA,C
100,4500000814,20240513,0000010164,9498338,MXN,1000,TA,C
100,4500000815,20230628,0000010082,396328,EUR,1000,TA,C
100,4500000816,20241211,0000010144,5365776,JPY,1000,TA,C
100,4500000817,20230817,0000010092,6189497,USD,1000,TA,C
100,4500000818,20250414,0000010151,7587804,EUR,1000,TA,C
100,4500000819,20231111,0000010097,17849832,MXN,1000,TA,C
100,4500000820,20231029,0000010177,698796,JPY,1000,TA,C
100,4500000821,20250116,0000010046,905100,MXN,1000,TA,C
100,4500000822,20240809,0000010180,9106163,MXN,1000,TA,C
100,4500000823,20240804,0000010198,14869654,MXN,1000,TA,C
100,4500000824,20240908,0000010047,580355,MXN,1000,TA,C
100,4500000825,20230815,0000010157,2956844,MXN,1000,TA,C
100,4500000826,20230417,0000010145,20927998,USD,1000,TA,C
100,4500000827,20231206,0000010037,20951041,USD,1000,TA,C
100,4500000828,20230901,0000010020,9565018,JPY,1000,TA,C
100,4500000829,20230621,0000010082,11989989,MXN,1000,TA,C
100,4500000830,20250421,0000010023,19996458,USD,1000,TA,C
100,4500000831,20241016,0000010172,5310615,JPY,1000,TA,C
100,4500000832,20240402,0000010086,11046044,JPY,1000,TA,C
100,4500000833,20230803,0000010068,876364,MXN,1000,TA,C
100,4500000834,20230311,0000010178,14969138,MXN,1000,TA,C
100,4500000835,00000000,0000010066,9867058,MXN,1000,TA,C
100,4500000836,20230102,0000010185,28316481,MXN,1000,TA,C
100,4500000837,20240324,0000010099,2998515,MXN,1000,TA,C
100,4500000838,20230620,0000010108,4974704,JPY,1000,TA,C
100,4500000839,20240123,0000010127,8014548,MXN,1000,TA,C
100,4500000840,20240120,0000010140,17560323,MXN,1000,TA,C
100,4500000841,20250318,0000010123,5727772,MXN,1000,TA,C
100,4500000842,20250215,0000010167,14628530,USD,1000,TA,C
100,4500000843,20230616,0000010058,674334,EUR,1000,TA,C
100,4500000844,20250329,0000010019,7933806,MXN,1000,TA,C
100,4500000845,20230121,0000010076,11223807,MXN,1000,TA,C
100,4500000846,20230418,0000010067,14926200,MXN,1000,TA,C
100,4500000847,20230624,0000010088,517506,MXN,1000,TA,C
100,4500000848,20250119,0000010042,7610548,MXN,1000,TA,C
100,4500000849,20230406,0000010141,456428,MXN,1000,TA,C
100,4500000850,20240920,0000010153,1109053,MXN,1000,TA,C
100,4500000851,20230201,0000010181,8538823,USD,1000,TA,C
100,4500000852,20230618,0000010168,1517262,MXN,1000,TA,C
100,4500000853,20230610,0000010112,10083094,USD,1000,TA,C
100,4500000854,20231206,0000010026,25354026,MXN,1000,TA,C
100,4500000855,20240224,0000010049,1851368,MXN,1000,TA,C
100,4500000856,20250109,0000010142,5961093,EUR,1000,TA,C
100,4500000857,20230929,0000010139,14481521,JPY,1000,TA,C
100,4500000858,20231101,0000010073,10737758,EUR,1000,TA,C
100,4500000859,20230220,0000010025,15244364,MXN,1000,TA,C
100,4500000860,20240716,0000010147,14031977,MXN,1000,TA,C
100,4500000861,20230225,0000010040,14702245,USD,1000,TA,C
100,4500000862,20240313,0000010001,5784989,MXN,1000,TA,C
100,4500000863,20250423,0000010076,10083770,MXN,1000,TA,C
100,4500000864,20240906,0000010161,10973169,EUR,1000,TA,C
100,4500000865,20230410,0000010052,10510769,USD,1000,TA,C
100,4500000866,20230624,0000010053,7768144,MXN,1000,TA,C
100,4500000867,20230325,0000010075,10371927,USD,1000,TA,C
100,4500000868,20231112,0000010030,3124687,USD,1000,TA,C
100,4500000869,20240515,0000010121,5219163,MXN,1000,TA,C
100,4500000870,20230404,0000010068,13491548,EUR,1000,TA,C
100,4500000871,20240201,0000010140,8267383,EUR,1000,TA,C
100,4500000872,20240126,0000010095,2777999,MXN,1000,TA,C
100,4500000873,20240401,0000010048,17022610,MXN,1000,TA,C
100,4500000874,20240326,0000010068,1989130,MXN,1000,TA,C
100,4500000875,20230820,0000010068,6685165,MXN,1000,TA,C
100,4500000876,20230305,0000010145,1613003,MXN,1000,TA,C
100,4500000877,20241214,0000010193,3648666,MXN,1000,TA,C
100,4500000878,20230329,0000010025,4134906,EUR,1000,TA,C
100,4500000879,20250407,0000010089,917264,EUR,1000,TA,C
